State,Area name,First Word of Each County,Abbreviation,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
Wisconsin,Adams ,Adams,WisconsinAdams,42.6,13.9
Wisconsin,Ashland ,Ashland,WisconsinAshland,37,19.8
Wisconsin,Barron ,Barron,WisconsinBarron,36.1,20.6
Wisconsin,Bayfield ,Bayfield,WisconsinBayfield,29.1,31.1
Wisconsin,Brown ,Brown,WisconsinBrown,29.9,30.3
Wisconsin,Buffalo ,Buffalo,WisconsinBuffalo,40.4,19.3
Wisconsin,Burnett ,Burnett,WisconsinBurnett,36.4,20.8
Wisconsin,Calumet ,Calumet,WisconsinCalumet,31.4,29.4
Wisconsin,Chippewa ,Chippewa,WisconsinChippewa,35.4,21
Wisconsin,Clark ,Clark,WisconsinClark,39.8,12.6
Wisconsin,Columbia ,Columbia,WisconsinColumbia,33.7,23.3
Wisconsin,Crawford ,Crawford,WisconsinCrawford,39.7,18.4
Wisconsin,Dane ,Dane,WisconsinDane,17.8,51.4
Wisconsin,Dodge ,Dodge,WisconsinDodge,40.9,17
Wisconsin,Door ,Door,WisconsinDoor,30.3,33.7
Wisconsin,Douglas ,Douglas,WisconsinDouglas,31.1,24.1
Wisconsin,Dunn ,Dunn,WisconsinDunn,33.3,27.9
Wisconsin,Eau Claire ,Eau,WisconsinEau,25,32.3
Wisconsin,Florence ,Florence,WisconsinFlorence,37.6,19.9
Wisconsin,Fond du Lac ,Fond,WisconsinFond,36.1,23.1
Wisconsin,Forest ,Forest,WisconsinForest,39.2,14.7
Wisconsin,Grant ,Grant,WisconsinGrant,35.1,23.8
Wisconsin,Green ,Green,WisconsinGreen,35.5,23.6
Wisconsin,Green Lake ,Green,WisconsinGreen,38.7,20.2
Wisconsin,Iowa ,Iowa,WisconsinIowa,35.3,24.6
Wisconsin,Iron ,Iron,WisconsinIron,33.7,20
Wisconsin,Jackson ,Jackson,WisconsinJackson,41.6,14.6
Wisconsin,Jefferson ,Jefferson,WisconsinJefferson,33.4,25.4
Wisconsin,Juneau ,Juneau,WisconsinJuneau,41.5,13.7
Wisconsin,Kenosha ,Kenosha,WisconsinKenosha,30.1,26.1
Wisconsin,Kewaunee ,Kewaunee,WisconsinKewaunee,39.9,19.4
Wisconsin,La Crosse ,La,WisconsinLa,25.4,34.9
Wisconsin,Lafayette ,Lafayette,WisconsinLafayette,40.5,18.8
Wisconsin,Langlade ,Langlade,WisconsinLanglade,42.3,16.7
Wisconsin,Lincoln ,Lincoln,WisconsinLincoln,38.1,18.4
Wisconsin,Manitowoc ,Manitowoc,WisconsinManitowoc,38.6,20.2
Wisconsin,Marathon ,Marathon,WisconsinMarathon,34.3,25.4
Wisconsin,Marinette ,Marinette,WisconsinMarinette,41.6,15.9
Wisconsin,Marquette ,Marquette,WisconsinMarquette,40.9,15.1
Wisconsin,Menominee ,Menominee,WisconsinMenominee,42.6,17.9
Wisconsin,Milwaukee ,Milwaukee,WisconsinMilwaukee,28.4,31
Wisconsin,Monroe ,Monroe,WisconsinMonroe,36.8,20.6
Wisconsin,Oconto ,Oconto,WisconsinOconto,41.7,16.8
Wisconsin,Oneida ,Oneida,WisconsinOneida,32,27.2
Wisconsin,Outagamie ,Outagamie,WisconsinOutagamie,31.7,29.7
Wisconsin,Ozaukee ,Ozaukee,WisconsinOzaukee,20,49
Wisconsin,Pepin ,Pepin,WisconsinPepin,38,20.6
Wisconsin,Pierce ,Pierce,WisconsinPierce,32.1,29.2
Wisconsin,Polk ,Polk,WisconsinPolk,37.3,20.9
Wisconsin,Portage ,Portage,WisconsinPortage,31.9,32.9
Wisconsin,Price ,Price,WisconsinPrice,40.4,16.5
Wisconsin,Racine ,Racine,WisconsinRacine,31.6,25.2
Wisconsin,Richland ,Richland,WisconsinRichland,40.8,19
Wisconsin,Rock ,Rock,WisconsinRock,36.1,22.1
Wisconsin,Rusk ,Rusk,WisconsinRusk,41.5,16.6
Wisconsin,St. Croix ,St.,WisconsinSt.,24.6,35.4
Wisconsin,Sauk ,Sauk,WisconsinSauk,33.9,24.1
Wisconsin,Sawyer ,Sawyer,WisconsinSawyer,34,24.2
Wisconsin,Shawano ,Shawano,WisconsinShawano,44.8,15.7
Wisconsin,Sheboygan ,Sheboygan,WisconsinSheboygan,35.9,25.1
Wisconsin,Taylor ,Taylor,WisconsinTaylor,43.4,15.1
Wisconsin,Trempealeau ,Trempealeau,WisconsinTrempealeau,39,19.3
Wisconsin,Vernon ,Vernon,WisconsinVernon,37.7,22.4
Wisconsin,Vilas ,Vilas,WisconsinVilas,30,29.1
Wisconsin,Walworth ,Walworth,WisconsinWalworth,31.3,28.8
Wisconsin,Washburn ,Washburn,WisconsinWashburn,33.6,23
Wisconsin,Washington ,Washington,WisconsinWashington,30.3,31.5
Wisconsin,Waukesha ,Waukesha,WisconsinWaukesha,22.7,44.5
Wisconsin,Waupaca ,Waupaca,WisconsinWaupaca,40.8,19.9
Wisconsin,Waushara ,Waushara,WisconsinWaushara,42,16.3
Wisconsin,Winnebago ,Winnebago,WisconsinWinnebago,33.4,28.3
Wisconsin,Wood ,Wood,WisconsinWood,38,21.6
Wyoming,Wyoming,Wyoming,WyomingWyoming,29.1,27.4
Wyoming,Albany ,Albany,WyomingAlbany,14.7,51.8
Wyoming,Big Horn ,Big,WyomingBig,29.1,19
Wyoming,Campbell ,Campbell,WyomingCampbell,35.6,18.9
Wyoming,Carbon ,Carbon,WyomingCarbon,38.2,20.6
Wyoming,Converse ,Converse,WyomingConverse,39,17.3
Wyoming,Crook ,Crook,WyomingCrook,29,22.3
Wyoming,Fremont ,Fremont,WyomingFremont,29.7,24.3
Wyoming,Goshen ,Goshen,WyomingGoshen,28.2,25.9
Wyoming,Hot Springs ,Hot,WyomingHot,29.5,23.7
Wyoming,Johnson ,Johnson,WyomingJohnson,26.8,31.7
Wyoming,Laramie ,Laramie,WyomingLaramie,25.8,28.5
Wyoming,Lincoln ,Lincoln,WyomingLincoln,31.8,23.7
Wyoming,Natrona ,Natrona,WyomingNatrona,30.3,22.8
Wyoming,Niobrara ,Niobrara,WyomingNiobrara,34.7,18
Wyoming,Park ,Park,WyomingPark,25.8,34
Wyoming,Platte ,Platte,WyomingPlatte,38.3,20.7
Wyoming,Sheridan ,Sheridan,WyomingSheridan,25.6,31
Wyoming,Sublette ,Sublette,WyomingSublette,34.6,22.8
Wyoming,Sweetwater ,Sweetwater,WyomingSweetwater,33,22.5
Wyoming,Teton ,Teton,WyomingTeton,14.9,57
Wyoming,Uinta ,Uinta,WyomingUinta,41.5,16
Wyoming,Washakie ,Washakie,WyomingWashakie,29.8,23.4
Wyoming,Weston ,Weston,WyomingWeston,37.4,20
