County,State,Abbreviation,Male,Female,Median Age,Population (2014-2020)
Lincoln,Oklahoma,OklahomaLincoln,17326,17528,41.2,34854
Logan,Oklahoma,OklahomaLogan,22846,23198,37.8,46044
Love,Oklahoma,OklahomaLove,4958,4975,40.1,9933
McClain,Oklahoma,OklahomaMcClain,19191,19443,38.4,38634
McCurtain,Oklahoma,OklahomaMcCurtain,16217,16749,38.8,32966
McIntosh,Oklahoma,OklahomaMcIntosh,9784,10035,47.3,19819
Major,Oklahoma,OklahomaMajor,3795,3923,41.1,7718
Marshall,Oklahoma,OklahomaMarshall,8117,8259,42.6,16376
Mayes,Oklahoma,OklahomaMayes,20435,20545,40.3,40980
Murray,Oklahoma,OklahomaMurray,6954,6921,43,13875
Muskogee,Oklahoma,OklahomaMuskogee,33709,35375,37.9,69084
Noble,Oklahoma,OklahomaNoble,5625,5786,41.6,11411
Nowata,Oklahoma,OklahomaNowata,5125,5258,42.3,10383
Okfuskee,Oklahoma,OklahomaOkfuskee,6486,5629,40,12115
Oklahoma,Oklahoma,OklahomaOklahoma,382760,399291,34.5,782051
Okmulgee,Oklahoma,OklahomaOkmulgee,19160,19729,39.1,38889
Osage,Oklahoma,OklahomaOsage,23675,23636,42.1,47311
Ottawa,Oklahoma,OklahomaOttawa,15520,16046,38.1,31566
Pawnee,Oklahoma,OklahomaPawnee,8216,8212,41.9,16428
Payne,Oklahoma,OklahomaPayne,41891,39621,27.1,81512
Pittsburg,Oklahoma,OklahomaPittsburg,22583,21799,40.6,44382
Pontotoc,Oklahoma,OklahomaPontotoc,18768,19590,35.6,38358
Pottawatomie,Oklahoma,OklahomaPottawatomie,34410,37590,37.5,72000
Pushmataha,Oklahoma,OklahomaPushmataha,5439,5680,44.6,11119
Roger,Oklahoma,OklahomaRoger,1814,1894,40.5,3708
Rogers,Oklahoma,OklahomaRogers,45246,45568,39,90814
Seminole,Oklahoma,OklahomaSeminole,12278,12793,39.2,25071
Sequoyah,Oklahoma,OklahomaSequoyah,20382,20977,41,41359
Stephens,Oklahoma,OklahomaStephens,21328,22655,40.5,43983
Texas,Oklahoma,OklahomaTexas,11313,9808,32.1,21121
Tillman,Oklahoma,OklahomaTillman,3860,3655,41.2,7515
Tulsa,Oklahoma,OklahomaTulsa,313659,329122,35.5,642781
Wagoner,Oklahoma,OklahomaWagoner,38525,39325,38.7,77850
Washington,Oklahoma,OklahomaWashington,25253,26748,40.2,52001
Washita,Oklahoma,OklahomaWashita,5740,5692,38.9,11432
Woods,Oklahoma,OklahomaWoods,4924,4203,33.9,9127
Woodward,Oklahoma,OklahomaWoodward,11122,9845,36.3,20967
Baker,Oregon,OregonBaker,8232,7752,48.2,15984
Benton,Oregon,OregonBenton,45317,44463,32.9,89780
Clackamas,Oregon,OregonClackamas,199775,206013,41.4,405788
Clatsop,Oregon,OregonClatsop,19166,19396,43.9,38562
Columbia,Oregon,OregonColumbia,25506,25345,43.3,50851
Coos,Oregon,OregonCoos,31042,32266,48.5,63308
Crook,Oregon,OregonCrook,10916,11421,47.8,22337
Curry,Oregon,OregonCurry,11043,11464,56.1,22507
Deschutes,Oregon,OregonDeschutes,89209,91431,42.3,180640
Douglas,Oregon,OregonDouglas,53470,54853,47,108323
Gilliam,Oregon,OregonGilliam,912,995,49.6,1907
Grant,Oregon,OregonGrant,3631,3552,52.6,7183
Harney,Oregon,OregonHarney,3657,3571,46.1,7228
Hood,Oregon,OregonHood,11528,11603,39.1,23131
Jackson,Oregon,OregonJackson,104458,109809,42.7,214267
Jefferson,Oregon,OregonJefferson,12010,11133,40.5,23143
Josephine,Oregon,OregonJosephine,41984,43497,47.5,85481
Klamath,Oregon,OregonKlamath,33142,33168,42.4,66310
Lake,Oregon,OregonLake,4192,3651,49.1,7843
Lane,Oregon,OregonLane,181850,187032,39.4,368882
Lincoln,Oregon,OregonLincoln,23050,24831,51.3,47881
Linn,Oregon,OregonLinn,60623,62247,39.7,122870
Malheur,Oregon,OregonMalheur,16581,13850,35.9,30431
Marion,Oregon,OregonMarion,167333,168220,36.4,335553
Morrow,Oregon,OregonMorrow,5683,5532,38.4,11215
Multnomah,Oregon,OregonMultnomah,395653,402994,37,798647
Polk,Oregon,OregonPolk,39563,41864,37.1,81427
Sherman,Oregon,OregonSherman,871,734,51.5,1605
Tillamook,Oregon,OregonTillamook,13139,12937,48,26076
Umatilla,Oregon,OregonUmatilla,40110,36788,36.3,76898
Union,Oregon,OregonUnion,12911,13117,39.6,26028
Wallowa,Oregon,OregonWallowa,3402,3522,52.6,6924
Wasco,Oregon,OregonWasco,12918,12948,40.9,25866
Washington,Oregon,OregonWashington,287522,294299,36.5,581821
Wheeler,Oregon,OregonWheeler,728,698,58.7,1426
Yamhill,Oregon,OregonYamhill,51894,51926,38.1,103820
Adams,Pennsylvania,PennsylvaniaAdams,50224,51799,43.6,102023
Allegheny,Pennsylvania,PennsylvaniaAllegheny,591630,633931,40.8,1225561
Armstrong,Pennsylvania,PennsylvaniaArmstrong,33003,33328,46.3,66331
Beaver,Pennsylvania,PennsylvaniaBeaver,80949,85947,45.1,166896
Bedford,Pennsylvania,PennsylvaniaBedford,24200,24411,46.2,48611
Berks,Pennsylvania,PennsylvaniaBerks,204883,211759,39.9,416642
Blair,Pennsylvania,PennsylvaniaBlair,60619,63223,43.4,123842
Bradford,Pennsylvania,PennsylvaniaBradford,30206,31098,44.5,61304
Bucks,Pennsylvania,PennsylvaniaBucks,307383,318987,43.8,626370
Butler,Pennsylvania,PennsylvaniaButler,92301,94265,43.2,186566
Cambria,Pennsylvania,PennsylvaniaCambria,66180,68370,45.1,134550
Cameron,Pennsylvania,PennsylvaniaCameron,2369,2317,52.2,4686
Carbon,Pennsylvania,PennsylvaniaCarbon,31783,32148,46,63931
Centre,Pennsylvania,PennsylvaniaCentre,84972,76471,31.7,161443
Chester,Pennsylvania,PennsylvaniaChester,254746,262410,40.4,517156
Clarion,Pennsylvania,PennsylvaniaClarion,18962,19865,41.2,38827
Clearfield,Pennsylvania,PennsylvaniaClearfield,41905,38311,44.7,80216
Clinton,Pennsylvania,PennsylvaniaClinton,19278,19796,38.8,39074
Columbia,Pennsylvania,PennsylvaniaColumbia,31910,34310,40.8,66220
Crawford,Pennsylvania,PennsylvaniaCrawford,42194,43970,42.9,86164
Cumberland,Pennsylvania,PennsylvaniaCumberland,122321,125112,40.5,247433
Dauphin,Pennsylvania,PennsylvaniaDauphin,132864,141651,39.8,274515
Delaware,Pennsylvania,PennsylvaniaDelaware,271056,292471,39,563527
Elk,Pennsylvania,PennsylvaniaElk,15423,15185,46.9,30608
Erie,Pennsylvania,PennsylvaniaErie,136256,139716,39.4,275972
Fayette,Pennsylvania,PennsylvaniaFayette,65327,66962,44.8,132289
Forest,Pennsylvania,PennsylvaniaForest,5807,1544,40.4,7351
Franklin,Pennsylvania,PennsylvaniaFranklin,75503,78248,41.4,153751
Fulton,Pennsylvania,PennsylvaniaFulton,7360,7146,45,14506
Greene,Pennsylvania,PennsylvaniaGreene,19304,17840,42,37144
Huntingdon,Pennsylvania,PennsylvaniaHuntingdon,24052,21369,43.5,45421
Indiana,Pennsylvania,PennsylvaniaIndiana,42835,42920,39.8,85755
Jefferson,Pennsylvania,PennsylvaniaJefferson,21887,22197,43.9,44084
Juniata,Pennsylvania,PennsylvaniaJuniata,12238,12324,42.7,24562
Lackawanna,Pennsylvania,PennsylvaniaLackawanna,102480,108974,42.3,211454
Lancaster,Pennsylvania,PennsylvaniaLancaster,263680,274667,38.6,538347
Lawrence,Pennsylvania,PennsylvaniaLawrence,42321,45061,45.1,87382
Lebanon,Pennsylvania,PennsylvaniaLebanon,67999,70675,41.2,138674
Lehigh,Pennsylvania,PennsylvaniaLehigh,177051,185562,39.2,362613
Luzerne,Pennsylvania,PennsylvaniaLuzerne,156972,160912,43,317884
Lycoming,Pennsylvania,PennsylvaniaLycoming,56457,58402,41.4,114859
McKean,Pennsylvania,PennsylvaniaMcKean,21531,20275,42.9,41806
Mercer,Pennsylvania,PennsylvaniaMercer,55546,57084,44.6,112630
Mifflin,Pennsylvania,PennsylvaniaMifflin,22744,23618,43.8,46362
Monroe,Pennsylvania,PennsylvaniaMonroe,82895,84691,42.8,167586
Montgomery,Pennsylvania,PennsylvaniaMontgomery,399358,421943,41.3,821301
Montour,Pennsylvania,PennsylvaniaMontour,8846,9448,43,18294
Northampton,Pennsylvania,PennsylvaniaNorthampton,148366,153412,42.1,301778
Northumberland,Pennsylvania,PennsylvaniaNorthumberland,46545,45780,44.4,92325
Perry,Pennsylvania,PennsylvaniaPerry,23184,22740,43,45924
Philadelphia,Pennsylvania,PennsylvaniaPhiladelphia,745543,829979,34.3,1575522
Pike,Pennsylvania,PennsylvaniaPike,28072,27426,47.7,55498
Potter,Pennsylvania,PennsylvaniaPotter,8475,8462,46.7,16937
Schuylkill,Pennsylvania,PennsylvaniaSchuylkill,73333,70222,44.2,143555
Snyder,Pennsylvania,PennsylvaniaSnyder,20063,20403,39.9,40466
Somerset,Pennsylvania,PennsylvaniaSomerset,39038,35911,45.9,74949
Sullivan,Pennsylvania,PennsylvaniaSullivan,3253,2924,53.1,6177
Susquehanna,Pennsylvania,PennsylvaniaSusquehanna,20794,20546,48.2,41340
Tioga,Pennsylvania,PennsylvaniaTioga,20516,20710,44.3,41226
Union,Pennsylvania,PennsylvaniaUnion,24802,20312,39.4,45114
Venango,Pennsylvania,PennsylvaniaVenango,25842,26534,46.5,52376
Warren,Pennsylvania,PennsylvaniaWarren,20013,20022,47,40035
Washington,Pennsylvania,PennsylvaniaWashington,101709,105838,44.5,207547
Wayne,Pennsylvania,PennsylvaniaWayne,27278,24258,48.1,51536
Westmoreland,Pennsylvania,PennsylvaniaWestmoreland,173251,181500,46.8,354751
Wyoming,Pennsylvania,PennsylvaniaWyoming,13887,13701,44.2,27588
York,Pennsylvania,PennsylvaniaYork,219415,224599,41,444014
Bristol,Rhode Island,Rhode IslandBristol,23570,25330,44.2,48900
Kent,Rhode Island,Rhode IslandKent,79219,84642,43.8,163861
Newport,Rhode Island,Rhode IslandNewport,40948,42127,45,83075
Providence,Rhode Island,Rhode IslandProvidence,308485,326048,37.3,634533
Washington,Rhode Island,Rhode IslandWashington,61110,65132,44.5,126242
Abbeville,South Carolina,South CarolinaAbbeville,11966,12691,43.8,24657
Aiken,South Carolina,South CarolinaAiken,80764,86162,41,166926
Allendale,South Carolina,South CarolinaAllendale,4913,4301,40.2,9214
Anderson,South Carolina,South CarolinaAnderson,94565,101430,40.7,195995
Bamberg,South Carolina,South CarolinaBamberg,7113,7487,41.9,14600
Barnwell,South Carolina,South CarolinaBarnwell,10300,11277,40.9,21577
Beaufort,South Carolina,South CarolinaBeaufort,89979,92679,44.8,182658
Berkeley,South Carolina,South CarolinaBerkeley,103989,105076,36,209065
Calhoun,South Carolina,South CarolinaCalhoun,7013,7700,46,14713
Charleston,South Carolina,South CarolinaCharleston,191191,203517,37.6,394708
Cherokee,South Carolina,South CarolinaCherokee,27529,29182,38.7,56711
Chester,South Carolina,South CarolinaChester,15747,16579,41.5,32326
Chesterfield,South Carolina,South CarolinaChesterfield,22642,23382,42.3,46024
Clarendon,South Carolina,South CarolinaClarendon,16740,17277,44.3,34017
Colleton,South Carolina,South CarolinaColleton,17958,19610,42.2,37568
Darlington,South Carolina,South CarolinaDarlington,31693,35560,41.4,67253
Dillon,South Carolina,South CarolinaDillon,14567,16304,37.5,30871
Dorchester,South Carolina,South CarolinaDorchester,75635,79839,36.5,155474
Edgefield,South Carolina,South CarolinaEdgefield,14363,12406,42.7,26769
Fairfield,South Carolina,South CarolinaFairfield,10854,11858,46.4,22712
Florence,South Carolina,South CarolinaFlorence,64599,73962,39,138561
Georgetown,South Carolina,South CarolinaGeorgetown,29133,32472,49.2,61605
Greenville,South Carolina,South CarolinaGreenville,241853,256549,38.1,498402
Greenwood,South Carolina,South CarolinaGreenwood,32553,37711,39.4,70264
Hampton,South Carolina,South CarolinaHampton,10247,9560,39.7,19807
Horry,South Carolina,South CarolinaHorry,155100,165815,45.2,320915
Jasper,South Carolina,South CarolinaJasper,14070,13830,39.5,27900
Kershaw,South Carolina,South CarolinaKershaw,31261,33100,41.7,64361
Lancaster,South Carolina,South CarolinaLancaster,43592,45954,42,89546
Laurens,South Carolina,South CarolinaLaurens,32455,34255,41.1,66710
Lee,South Carolina,South CarolinaLee,9164,8442,41.9,17606
Lexington,South Carolina,South CarolinaLexington,139495,146821,39,286316
McCormick,South Carolina,South CarolinaMcCormick,5334,4272,53.9,9606
Marion,South Carolina,South CarolinaMarion,14655,16907,40.4,31562
Marlboro,South Carolina,South CarolinaMarlboro,14236,12895,40.3,27131
Newberry,South Carolina,South CarolinaNewberry,18536,19532,41.5,38068
Oconee,South Carolina,South CarolinaOconee,37801,38895,45.3,76696
Orangeburg,South Carolina,South CarolinaOrangeburg,41524,46930,39.6,88454
Pickens,South Carolina,South CarolinaPickens,61190,61556,36.2,122746
Richland,South Carolina,South CarolinaRichland,197835,210428,33.2,408263
Saluda,South Carolina,South CarolinaSaluda,10200,10099,41.9,20299
Spartanburg,South Carolina,South CarolinaSpartanburg,146535,155660,38.2,302195
Sumter,South Carolina,South CarolinaSumter,51474,55521,36.3,106995
Union,South Carolina,South CarolinaUnion,13228,14416,43.8,27644
Williamsburg,South Carolina,South CarolinaWilliamsburg,15307,16487,42.1,31794
York,South Carolina,South CarolinaYork,124828,133813,38.5,258641
Aurora,South Dakota,South DakotaAurora,1448,1311,38.3,2759
Beadle,South Dakota,South DakotaBeadle,9460,8914,37.3,18374
Bennett,South Dakota,South DakotaBennett,1620,1817,29,3437
Bon,South Dakota,South DakotaBon,4071,2898,42.8,6969
Brookings,South Dakota,South DakotaBrookings,17538,16701,26.7,34239
Brown,South Dakota,South DakotaBrown,19060,19780,36.9,38840
Brule,South Dakota,South DakotaBrule,2598,2658,41,5256
Buffalo,South Dakota,South DakotaBuffalo,1018,1035,25.8,2053
Butte,South Dakota,South DakotaButte,5083,5094,40.5,10177
Campbell,South Dakota,South DakotaCampbell,753,682,51.3,1435
Charles,South Dakota,South DakotaCharles,4693,4651,35.9,9344
Clark,South Dakota,South DakotaClark,1876,1797,41.3,3673
Clay,South Dakota,South DakotaClay,6879,7046,25,13925
Codington,South Dakota,South DakotaCodington,14080,13913,38.8,27993
Corson,South Dakota,South DakotaCorson,2113,2055,28.7,4168
Custer,South Dakota,South DakotaCuster,4286,4287,54.3,8573
Davison,South Dakota,South DakotaDavison,9963,9938,38.8,19901
Day,South Dakota,South DakotaDay,2857,2649,48,5506
Deuel,South Dakota,South DakotaDeuel,2255,2051,44.4,4306
Dewey,South Dakota,South DakotaDewey,2869,2910,27.8,5779
Douglas,South Dakota,South DakotaDouglas,1417,1513,47.3,2930
Edmunds,South Dakota,South DakotaEdmunds,2008,1932,43.1,3940
Fall,South Dakota,South DakotaFall,3404,3370,51.3,6774
Faulk,South Dakota,South DakotaFaulk,1165,1157,48.1,2322
Grant,South Dakota,South DakotaGrant,3756,3461,43.5,7217
Gregory,South Dakota,South DakotaGregory,2144,2057,45.5,4201
Haakon,South Dakota,South DakotaHaakon,1012,1070,46.5,2082
Hamlin,South Dakota,South DakotaHamlin,3091,2909,35.2,6000
Hand,South Dakota,South DakotaHand,1674,1627,47.3,3301
Hanson,South Dakota,South DakotaHanson,1709,1688,36.3,3397
Harding,South Dakota,South DakotaHarding,695,616,42.7,1311
Hughes,South Dakota,South DakotaHughes,8610,9007,38,17617
Hutchinson,South Dakota,South DakotaHutchinson,3605,3710,43.8,7315
Hyde,South Dakota,South DakotaHyde,666,665,51,1331
Jackson,South Dakota,South DakotaJackson,1611,1676,30.6,3287
Jerauld,South Dakota,South DakotaJerauld,996,1033,50.6,2029
Jones,South Dakota,South DakotaJones,364,371,55.9,735
Kingsbury,South Dakota,South DakotaKingsbury,2537,2430,45.6,4967
Lake,South Dakota,South DakotaLake,6569,6005,43.2,12574
Lawrence,South Dakota,South DakotaLawrence,12595,12639,41.9,25234
Lincoln,South Dakota,South DakotaLincoln,27152,27762,34.6,54914
Lyman,South Dakota,South DakotaLyman,2017,1852,36,3869
McCook,South Dakota,South DakotaMcCook,2771,2740,40,5511
McPherson,South Dakota,South DakotaMcPherson,1192,1172,50,2364
Marshall,South Dakota,South DakotaMarshall,2527,2368,39.7,4895
Meade,South Dakota,South DakotaMeade,14349,13075,36.2,27424
Mellette,South Dakota,South DakotaMellette,1026,1029,33,2055
Miner,South Dakota,South DakotaMiner,1152,1077,44.1,2229
Minnehaha,South Dakota,South DakotaMinnehaha,94085,92664,34.7,186749
Moody,South Dakota,South DakotaMoody,3302,3204,40.4,6506
Oglala,South Dakota,South DakotaOglala,6989,7346,25.3,14335
Pennington,South Dakota,South DakotaPennington,54990,54304,38.6,109294
Perkins,South Dakota,South DakotaPerkins,1474,1433,47,2907
Potter,South Dakota,South DakotaPotter,1179,1147,51.3,2326
Roberts,South Dakota,South DakotaRoberts,5290,4995,38.5,10285
Sanborn,South Dakota,South DakotaSanborn,1233,1155,43.1,2388
Spink,South Dakota,South DakotaSpink,3280,3263,43.3,6543
Stanley,South Dakota,South DakotaStanley,1549,1448,41.2,2997
Sully,South Dakota,South DakotaSully,698,633,45.5,1331
Todd,South Dakota,South DakotaTodd,4979,5167,24.3,10146
Tripp,South Dakota,South DakotaTripp,2719,2749,46.4,5468
Turner,South Dakota,South DakotaTurner,4138,4126,43,8264
Union,South Dakota,South DakotaUnion,7693,7484,40.6,15177
Walworth,South Dakota,South DakotaWalworth,2726,2784,43,5510
Yankton,South Dakota,South DakotaYankton,11705,11012,41.8,22717
Ziebach,South Dakota,South DakotaZiebach,1398,1416,31.6,2814
Anderson,Tennessee,TennesseeAnderson,36904,38871,43.3,75775
Bedford,Tennessee,TennesseeBedford,23409,24149,37.5,47558
Benton,Tennessee,TennesseeBenton,7887,8225,47.4,16112
Bledsoe,Tennessee,TennesseeBledsoe,8517,6085,44.5,14602
Blount,Tennessee,TennesseeBlount,62290,66153,43.4,128443
Bradley,Tennessee,TennesseeBradley,50905,53652,39.5,104557
Campbell,Tennessee,TennesseeCampbell,19306,20381,43.8,39687
Cannon,Tennessee,TennesseeCannon,6899,7077,42,13976
Carroll,Tennessee,TennesseeCarroll,13692,14326,42.9,28018
Carter,Tennessee,TennesseeCarter,27618,28773,44.9,56391
Cheatham,Tennessee,TennesseeCheatham,19817,20112,40.4,39929
Chester,Tennessee,TennesseeChester,8207,8943,37.5,17150
Claiborne,Tennessee,TennesseeClaiborne,15361,16252,43,31613
Clay,Tennessee,TennesseeClay,3771,3915,48.8,7686
Cocke,Tennessee,TennesseeCocke,17105,18231,44.9,35336
Coffee,Tennessee,TennesseeCoffee,26640,27891,40.1,54531
Crockett,Tennessee,TennesseeCrockett,6907,7592,40.4,14499
Cumberland,Tennessee,TennesseeCumberland,28746,29888,50.7,58634
Davidson,Tennessee,TennesseeDavidson,329948,354069,34.3,684017
Decatur,Tennessee,TennesseeDecatur,5788,5895,45.8,11683
DeKalb,Tennessee,TennesseeDeKalb,9750,9851,41.2,19601
Dickson,Tennessee,TennesseeDickson,25458,26530,39.4,51988
Dyer,Tennessee,TennesseeDyer,18157,19419,40.1,37576
Fayette,Tennessee,TennesseeFayette,19510,20182,45.4,39692
Fentress,Tennessee,TennesseeFentress,8893,9101,45,17994
Franklin,Tennessee,TennesseeFranklin,20414,21098,41.9,41512
Gibson,Tennessee,TennesseeGibson,23688,25487,40.1,49175
Giles,Tennessee,TennesseeGiles,14246,14921,43.4,29167
Grainger,Tennessee,TennesseeGrainger,11465,11548,44.6,23013
Greene,Tennessee,TennesseeGreene,33550,35119,44.5,68669
Grundy,Tennessee,TennesseeGrundy,6571,6760,43.2,13331
Hamblen,Tennessee,TennesseeHamblen,31141,32599,40.4,63740
Hamilton,Tennessee,TennesseeHamilton,172447,185099,39.6,357546
Hancock,Tennessee,TennesseeHancock,3293,3292,44.6,6585
Hardeman,Tennessee,TennesseeHardeman,14088,11474,40.5,25562
Hardin,Tennessee,TennesseeHardin,12606,13165,45.3,25771
Hawkins,Tennessee,TennesseeHawkins,27582,28820,44.6,56402
Haywood,Tennessee,TennesseeHaywood,8246,9533,40.4,17779
Henderson,Tennessee,TennesseeHenderson,13446,14413,41.4,27859
Henry,Tennessee,TennesseeHenry,15554,16725,45.4,32279
Hickman,Tennessee,TennesseeHickman,12910,11768,40.8,24678
Houston,Tennessee,TennesseeHouston,4066,4110,43.7,8176
Humphreys,Tennessee,TennesseeHumphreys,9013,9305,41.6,18318
Jackson,Tennessee,TennesseeJackson,5826,5789,46.6,11615
Jefferson,Tennessee,TennesseeJefferson,26099,27148,43.4,53247
Johnson,Tennessee,TennesseeJohnson,9682,8107,46.1,17789
Knox,Tennessee,TennesseeKnox,221667,234518,37.3,456185
Lake,Tennessee,TennesseeLake,4642,2884,40.2,7526
Lauderdale,Tennessee,TennesseeLauderdale,13505,12792,38.2,26297
Lawrence,Tennessee,TennesseeLawrence,21088,21849,39.4,42937
Lewis,Tennessee,TennesseeLewis,5735,6221,43.9,11956
Lincoln,Tennessee,TennesseeLincoln,16620,17091,43.1,33711
Loudon,Tennessee,TennesseeLoudon,25234,26376,47.5,51610
McMinn,Tennessee,TennesseeMcMinn,25537,27236,42.7,52773
McNairy,Tennessee,TennesseeMcNairy,12685,13218,42.9,25903
Macon,Tennessee,TennesseeMacon,11544,11943,39.4,23487
Madison,Tennessee,TennesseeMadison,46137,51545,38.2,97682
Marion,Tennessee,TennesseeMarion,13832,14585,43.1,28417
Marshall,Tennessee,TennesseeMarshall,15877,16392,39,32269
Maury,Tennessee,TennesseeMaury,43111,46665,38.8,89776
Meigs,Tennessee,TennesseeMeigs,5937,6025,44.7,11962
Monroe,Tennessee,TennesseeMonroe,22701,23175,43.6,45876
Montgomery,Tennessee,TennesseeMontgomery,98123,98264,30.6,196387
Moore,Tennessee,TennesseeMoore,3101,3221,45.3,6322
Morgan,Tennessee,TennesseeMorgan,12050,9546,41.1,21596
Obion,Tennessee,TennesseeObion,14647,15873,43,30520
Overton,Tennessee,TennesseeOverton,10857,11147,42.9,22004
Perry,Tennessee,TennesseePerry,3978,3934,43,7912
Pickett,Tennessee,TennesseePickett,2575,2513,49.7,5088
Polk,Tennessee,TennesseePolk,8369,8413,45.3,16782
Putnam,Tennessee,TennesseePutnam,37707,38733,36.3,76440
Rhea,Tennessee,TennesseeRhea,16106,16522,40.2,32628
Roane,Tennessee,TennesseeRoane,25931,26966,46.3,52897
Robertson,Tennessee,TennesseeRobertson,34287,35057,39.1,69344
Rutherford,Tennessee,TennesseeRutherford,151446,155682,33.3,307128
Scott,Tennessee,TennesseeScott,10855,11099,38.9,21954
Sequatchie,Tennessee,TennesseeSequatchie,7331,7399,43.3,14730
Sevier,Tennessee,TennesseeSevier,47281,49006,42.7,96287
Shelby,Tennessee,TennesseeShelby,445994,491011,35.4,937005
Smith,Tennessee,TennesseeSmith,9675,9783,40.7,19458
Stewart,Tennessee,TennesseeStewart,6631,6670,44.5,13301
Sullivan,Tennessee,TennesseeSullivan,76050,80684,44.9,156734
Sumner,Tennessee,TennesseeSumner,87811,91662,39.6,179473
Tipton,Tennessee,TennesseeTipton,30240,31206,37.5,61446
Trousdale,Tennessee,TennesseeTrousdale,5302,4271,36,9573
Unicoi,Tennessee,TennesseeUnicoi,8895,8885,46.6,17780
Union,Tennessee,TennesseeUnion,9556,9737,42.3,19293
Van,Tennessee,TennesseeVan,2882,2822,47.1,5704
Warren,Tennessee,TennesseeWarren,20091,20363,40.2,40454
Washington,Tennessee,TennesseeWashington,61851,65204,39.9,127055
Wayne,Tennessee,TennesseeWayne,9186,7463,42.9,16649
Weakley,Tennessee,TennesseeWeakley,16541,17085,38.4,33626
White,Tennessee,TennesseeWhite,12982,13598,43.1,26580
Williamson,Tennessee,TennesseeWilliamson,107021,111627,39.2,218648
Wilson,Tennessee,TennesseeWilson,65056,67607,40.2,132663
Anderson,Texas,TexasAnderson,35412,22451,39.1,57863
Andrews,Texas,TexasAndrews,9102,8716,31.2,17818
Angelina,Texas,TexasAngelina,42659,44948,37.2,87607
Aransas,Texas,TexasAransas,12026,12737,49.6,24763
Archer,Texas,TexasArcher,4326,4463,44.5,8789
Armstrong,Texas,TexasArmstrong,960,956,46.3,1916
Atascosa,Texas,TexasAtascosa,24398,24430,35.4,48828
Austin,Texas,TexasAustin,14684,14881,40.7,29565
Bailey,Texas,TexasBailey,3640,3452,33.5,7092
Bandera,Texas,TexasBandera,11032,10731,52.1,21763
Bastrop,Texas,TexasBastrop,42014,40563,38.6,82577
Baylor,Texas,TexasBaylor,1752,1839,47.3,3591
Bee,Texas,TexasBee,19911,12780,35.4,32691
Bell,Texas,TexasBell,170918,171318,30.8,342236
Bexar,Texas,TexasBexar,950030,975835,33.4,1925865
Blanco,Texas,TexasBlanco,5781,5498,49.9,11279
Borden,Texas,TexasBorden,346,319,42.5,665
Bosque,Texas,TexasBosque,8935,9187,46.7,18122
Bowie,Texas,TexasBowie,47275,46583,38.1,93858
Brazoria,Texas,TexasBrazoria,179060,174939,35.6,353999
Brazos,Texas,TexasBrazos,111074,108119,26.2,219193
Brewster,Texas,TexasBrewster,4558,4658,43.3,9216
Briscoe,Texas,TexasBriscoe,831,715,46.3,1546
Brooks,Texas,TexasBrooks,3724,3456,32.7,7180
Brown,Texas,TexasBrown,18774,19060,41.3,37834
Burleson,Texas,TexasBurleson,8977,8886,42.6,17863
Burnet,Texas,TexasBurnet,22642,23108,44.2,45750
Caldwell,Texas,TexasCaldwell,20893,20508,35.4,41401
Calhoun,Texas,TexasCalhoun,11062,10745,37.7,21807
Callahan,Texas,TexasCallahan,6763,7007,42.9,13770
Cameron,Texas,TexasCameron,204788,216962,31.5,421750
Camp,Texas,TexasCamp,6220,6593,38.7,12813
Carson,Texas,TexasCarson,2820,3212,40.3,6032
Cass,Texas,TexasCass,14692,15395,43.4,30087
Castro,Texas,TexasCastro,3905,3882,35.3,7787
Chambers,Texas,TexasChambers,20377,19915,35.4,40292
Cherokee,Texas,TexasCherokee,26607,25296,37.8,51903
Childress,Texas,TexasChildress,4449,2777,30.9,7226
Clay,Texas,TexasClay,5195,5192,46.2,10387
Cochran,Texas,TexasCochran,1491,1413,34.5,2904
Coke,Texas,TexasCoke,1606,1669,50.3,3275
Coleman,Texas,TexasColeman,4220,4171,46.5,8391
Collin,Texas,TexasCollin,464248,480102,36.6,944350
Collingsworth,Texas,TexasCollingsworth,1496,1500,39.2,2996
Colorado,Texas,TexasColorado,10538,10484,42.5,21022
Comal,Texas,TexasComal,66793,68304,42,135097
Comanche,Texas,TexasComanche,6738,6757,44.8,13495
Concho,Texas,TexasConcho,2802,1431,41.9,4233
Cooke,Texas,TexasCooke,19660,19911,40.4,39571
Coryell,Texas,TexasCoryell,37630,37759,31.5,75389
Cottle,Texas,TexasCottle,792,831,37.9,1623
Crane,Texas,TexasCrane,2511,2328,32.4,4839
Crockett,Texas,TexasCrockett,1771,1862,35.9,3633
Crosby,Texas,TexasCrosby,2921,2940,38.1,5861
Culberson,Texas,TexasCulberson,1231,1010,43,2241
Dallam,Texas,TexasDallam,3795,3448,31.6,7243
Dallas,Texas,TexasDallas,1275226,1311326,33.3,2586552
Dawson,Texas,TexasDawson,7235,5729,33,12964
Deaf,Texas,TexasDeaf,9507,9392,32,18899
Delta,Texas,TexasDelta,2527,2688,42.3,5215
Denton,Texas,TexasDenton,397140,409907,35.2,807047
DeWitt,Texas,TexasDeWitt,10577,9858,40.9,20435
Dickens,Texas,TexasDickens,1143,1073,43.9,2216
Dimmit,Texas,TexasDimmit,5186,5477,33.7,10663
Donley,Texas,TexasDonley,1634,1753,41.6,3387
